Tweets;Hatespeech
"Schau dir ""SKANDAL! GEHEIMER PLANvonARD und ZDF ENTHÜLLT!"" auf YouTube an https://t.co/1F2DlhPnaP was erwartet man da außer Zwangsgebühren genauso wie diese drecks Verbrecher Lügner's Betrüger's Mörder's Merkel Spahn Söder Altmaier Laschet Lauterbach Seehofer Drosten RKI WHO PEI";1
"Dieses linksradikale Hetzblatt gehört doch eh verboten. Da les ich lieber neutrale, unabhängige, objektive Zeitungen wie ""Junge Freiheit"" oder ""Compact"".";1
Doch, die meisten informieren sich über die Mainstream-Propaganda, und die leistet ganze Arbeit!;1
Was ist daran dumm?;1
im wohnzimmer stand so n eingerahmtes bild rum, stand glaub ich 2011 drauf;0
Nun, es ist nicht das erste Mal, dass die FAZ Rechten, Rechtsextremen oder Geschichtsrevisionisten eine Plattform gibt und damit Raum. Wie verabscheuungswürdig und moralisch verkommen muss eine Zeitung sein. <U+0001F44E><U+0001F3FD>;1
"Witzig, dass gewisse Menschen immer mit Anarchisten bzw. Anarchie ankommen und nicht einmal wissen, was das Wort ""Anarchie"" bedeutet! Im übrigen steht Anomie für Chaos und Gewalt nicht Anarchie! Und das es ""den schwarzen Block"" gibt ist, genauso dämlich wie ""die Antifa""! ????";1
Kann es sein dass du dumm bist es gibt ein Unterschied zwischen Israel und  Judentum !!! Like Israel ist ein ekelhafte Nation judentum ist ein schöne Religion. Also HDM;1
Weil sie kriminell sind und sich nicht an unsere Gesetze halten.;1
...liebe Carla Reemtsma...haben Sie Ideen, wie unsere Wirtschaft überhaupt noch funktionieren kann...wie sollen wir noch unsere Energie bezahlen, während diese von uns ins Ausland verschleudert wird...;1
Es ist so zu kotzen was sich mittlerweile alles für ein Schmutz unter dem Deckmantel 1. Mai so alles auf der Straße rumtreibt #brandner #noafd #FCKNZS #fckafd https://t.co/1jJdaUcCqa;1
Einige Siedlungsbauten zusätzlich, dann hat sich das Problem erledigt. Restpalästinenser können zu Merkel nach D. Einfach der Einladung folgen. Die deutschenWaffen kann man dann ja direkt in der Nähe der Iranischen Grenze aufstellen. Keine Umweglieferungen mehr....;0
Polizei, Staatsgewalt, wenn sie nicht bald ihre AUTORITÄT zurückgewinnen, sehe ich schwarz. Eine Polizei, ohne Selbstachtung, die sich von primitiven Kreaturen vorführen lässt, kann keine Sicherheit für alle Bürger bieten.;1
Was ist dann Ihre Idee von Klimaschutz? Ich würde gerne mehr Dialog und weniger die andere Seite verteufeln sehen. Das führt doch auch zu nix????? wir sitzen ja alle im selben Boot und nur mit der Hälfte bekommt man nix hin...;0
"Bin wegen dieser Aussage mal wieder Auf FB gesperrt worden , "" Wenn das Pack wieder was zu Saufen und zum Fressen haben möchte, dann vorher aufräumen und den Rasen mit einer Nagelschere schneiden . """;1
Die #AmadeuAntonioStiftung, deren Hauptfunktion im Braunfärben jeder Form von Nonkonformismus besteht, hat sich eine neue Opfergruppe erschlossen: Die Aufarbeiter von #SED-Verbrechen.    https://t.co/t7ByIVSct5;1
Die Junge Alternative fordert doch einen Wandel der AfD Klimapolitik. Die verfluchen euch jetzt schon für die stumpfsinnige Klimaleugnerei im Parteiprogramm. Bald gehn die zu den Grünen!😂😂;0
Wie ein Migrant #Halle an einem Tag #Bereichert  - Versucht Marmelade zu klauen  - attackiert 71 Jährige  - Schlägt Helfer, klaut Sonnenbrille  - Belästigt Frau sexuell  - Klaut Handy  - Klaut Lebensmittel  - Klaut Elektronik  JETZT erst prüft man einen Haftantrag https://t.co/q8bfLCfyCG;0
Haben die Amerikaner keine jüngeren Präsidentenkandidaten, beide Kandidaten werden nach meiner Prognose Ihre Amtszeit nicht überleben, beide sehen sehr zerbrechlich aus, nichts gegen Ältere Menschen, dennoch die Präsidenten müssen viel Reisen haben viel Streß, das halten die doch nicht aus, auch Frau Merkel hat vor paar Monaten wie verrückt gezittert, danach nicht mehr, sie sieht auch nicht mehr gesund aus.;1
Er ist wie Trump! Der hat auch nichts Großes und Erhellendes bewirkt und sollte deshalb auch nicht wieder eingeladen (gewählt) werden 😉..;1
Nein. Wieder eine unbeholfen und nur verwirrende Sicht. |LBR| Der Südpol legt massiv zu. |LBR| Dort gibt es aber noch lokal geotektonische (vulkanische) Aktivität, die lokal Wärmezentren erzeugt.;0
Ja Kinder ..der Anteil geht da in den Promille Bereich ...Frauen und Kinder kannste rausrechnen.. Ich sage nur Männer 15-30 ..und jetzt sei still ProbagandaJochen;1
Ein bisschen Überzeichnung gehört manchmal auch dazu und diente in dem Fall lediglich der Verdeutlichung.;1
"erklären sie uns doch mal im Zusammenhang mit dem Herrn Jung den von Ihnen beschriebenen ""Nazi"" ohne dabei die furchtbaren Gräulel durch Nazis im 3. Reich zu relativieren.";1
Sind also schwer beschäftigt, die 'Altparteien' bei allem zu überholen, was sie denen vorwerfen. Da bleibt für anderes leider keine Zeit. #NoAfD;0
in Schweden wurden nicht mehr so viele Grüne gewählt. Das ist ein Zeichen.;0
tauchen tauchen tauchen...wie viele Reaktoren schwimmen derzeit auf den Weltmeeren.;0
max strauss ??;0
RTp:Es hat sich gerade ein Typ ohne Maske in der Bahn direkt neben mich gesetzt.Ich und eine andere Person sind dann aufgestanden und haben uns weggesetzt, woraufhin der Typ uns zurief dass wir Faschisten und verrückte Nazis sind. ????Manche Leute sind echt durch.;0
Und lest ihr dämlichem NAPFSÜLZEN EURE DMs nicht?! Ich kauf euren Puff bald und werd die Social Media Pisser als ERSTES RAUS!;1
Illegale Parteienfinanzierung?  Finanzamt entzieht CDU-nahem Verein die Gemeinnützigkeit   https://t.co/iJJRJxuHBJ;0
Ich mag von diesem Quatsch langsam nichts mehr hören !!!!;0
Morgen: Rechtspopulistin Beatrix von Storch aus #Frankfurt abschieben! Treffpunkt für Antifas: 17:00 Uhr | Saalbau Gutleut | FFM;0
EinFach nur kranke #Linksfaschisten.. Denkt 8hr seid was besseres ???????? alles nur bekloppte #antifa=Nazis;1
Der Ton macht die MusikZu Nebeneinkünften nachmelden, gerne mal den eigenen Balken im Auge sehen. Machen Christen ja eigentlich so https://t.co/xbB5gP4NGz;0
Ich geh spazieren. Bauknecht Hotline war der Albtraum. |LBR| Die wollten die ganze Zeit über Verlängerungsgarantien sprechen. |LBR|  |LBR| ICH WILL EINEN TECHNIKER. Einer, der feststellen kann, wo das Problem liegt. An meinem Anschluss oder am Gerät. Ist das, verdammt noch mal so schwer?;1
Jetzt bin ich sehr neugierig wie Nasir Ahmad sich dazu äußert;0
Schwul sein ist keine Krankheit. Es ist pervers. Aber für Linke, Rote und Grüne ist Sex mit Kindern und Tiere auch nicht so abwägig. Der Vatikan hat diese Woche klargestellt, dass es nur Mann und Frau gibt. https://t.co/GD06xUJerA;1
Ich glaube, wir sind nur von Kulturbanausen umgeben!;1
❝kennt noch nicht einmal meine richtige Fraktion im #Europaparlament!❞  bei #AnneWill an die Adresse des offenbar völlig desinformierten #EVP-Spitzenkandidaten #Weber.  #Strache #EP2019 #Europawahl2019 #Meuthen  #Ibizagate #Oesterreich #Neuwahlen #AfD https://t.co/Lu6d5spMNP;0
Ich glaube der Palmer nimmt sich viel zu wichtig. Weil er sich impfen lässt sollen ihn andere folgen? Was ist wenn er morgen von einer Brücke springt.......🤔😏;1
Du wünschst dir innerlich, dass Graue Wölfe rechts sind. ?hr sucht Gleichgesinnte :). Wir bezeichnen solche, die tatsächlich rechts sind nicht als Bozkurt. Sie geben lediglich ihren Missverstandenen Werten und Einstellungen unter diesem Deckmantel freien Lauf. Euer Rassismus ??;0
mit anderen Worten: es droht ein mittel langer #lockdown;0
"Warum hassen viele Politiker Twitter &amp; Facebook? |LBR| Im verbalen Diskurs können sie als Profi-Dampfplauderer jeden Normalbürger müde quatschen oder niederbrüllen. Haben wir aber die Chance, unsere Meinung in Ruhe aufzuschreiben, entlarven sich ihre Phrasen und sie stehen nackt dar.";1
Abgehafterte Pornodarstellerin,wird zeit das diese Kreatur gelöscht wird!;1
Meine Güte *kopfschüttelsmiley*;0
Absolut richtig. |LBR| Der Opfer der diversen Abarten des menschenverachtenden #Sozialismus müssen wir immer gedenken. |LBR| Auch erschreckend, dass in der #brd der #Linksfaschismus wieder erstarkt. |LBR| #Stalinismus #Nationalsozialismus #PolPot #Neosozialismus;0
Und damit sind auch heterosexuelle gemeint ??;0
Nur weil man einen Transportweg hat muss man noch Abhängigkeit schaffen. Jedoch löst man sich ein wenig von der amerikanischen Abhängigkeit. Angebot und Nachfrage. Wir kaufen billiger egal von wo es kommt.;1
Die #Islamisierung Deutschlands schreitet voran! Falsch verstandene #Toleranz! Sie werden es Euch nicht danken sondern es als #Unterwerfung verstehen! #AfDwählen https://t.co/AzyKIeSCFO;1
Nein sie sind radikal muslimisch.;0
Wer ist daran schuld, dass die AfD so erstarkt ist? Die haben sich doch nicht selbst gewählt. Bei aller Trauer bitte keinen Wahlkampf auf dem Rücken einer nicht so beliebten Partei und nur weil die Volksparteien Angst haben im Osten die Wahlen zu verlieren. Die Polizei und die Staatsanwaltschaft ist jetzt gefragt und wird dafür sorgen, dass die Schuldigen bestraft werden. Sich verbal gegen jemanden zu äußern bringt nichts und damit stellt man sich auf die gleiche Stufe der Menschen die man kritisiert für unangebrachtes Verhalten im Netz.;1
behauptet die #csu wäre beliebt wie nie. Diese Umfrage sagt: 5% Verlust für die #söder Partei innerhalb einer Woche.https://t.co/MIOn5Eo9IA #Illner;0
Unterhaltung, die nicht durch Unternehmen oder Werbung beeinflusst wird? Oder sind die Filme mit Chinesischer Unterstützung, wo China immer Supi da stehen muss, wünschenswert?;0
Ja, wie großartig kann das werden. Ich kann und will diese alten bräsigen, selbstgefälligen ArschkrampenKerle nicht mehr sehen.Und wenn Mutti böse guckt, stecken sie bis zu den Schultern ihr wisst schon wo. #Baerbock  ist der gamechanger!;1
Der Imam hat Angst,das seine Gemeinde,etwas lernt,was in diesem Zweifel bewirkt!  D Arme hat Angst,d es dem noch Ärmeren,besser gehen könnte;0
und in 3 Jahren erfahren wir dann das Greta eine Schauspielerin war...🤔🤔🤫;0
woher wissen Sie das? Glauben heißt nicht Wissen 🤓;1
Vermutlich linksextreme Farbbeutel-Attacke auf meine Ordination: https://t.co/83q6l1K7Tb;0
Bei der Bundeswehr hätte man früher auch vielleicht mal etwas genauer schauen sollen. Schon interessant wer da so alles Stabsoffizier war...;0
Wer fährt schon in so ein Drecklochland<U+0001F644>;1
Dein Kommentar bestätigt nur meine Antwort. Ich steige übrigens jeden Tag auf mein Fahrrad... Man muss keine Menschen gefährden um für den Umweltschutz zu sein...;0
Wir werden uns in unserer Praxis an die STIKO Empfehlung halten und ich kann nur jedem Raten das auch zu tun. Kein seriöser Kinderarzt wird einen experimentellen Impfstoff ohne reguläre Zulassung bei Kindern verimpfen.;0
https://youtu.be/gmwTa9qRq0o;0
Hey Hannes,Ich warte noch auf eine Antwort;0
Da stimme ich dir voll zu.;0
Eltern die der Stiko folgen! Politiker die entgegen der Stiko Kinder impfen wollen sind machtbesessene Verbrecher.;1
Rot-rot-„grüne“ Politik: Teuer, umweltschädlich, menschenfeindlich und nicht praktikabel. Angeblich „grüne“ Politik bedeutet Rückschritt, und nicht Fortschritt. Progressive Politik sagt Ja zum #Verbrennungsmotor. #AfD #BVG #Elektromobilität     https://t.co/2fN3izGScz;0
Das ist schön für Sie.Komischerweise ist der Rassismus im Fußball auch noch präsent, Ihrer Aussage nach zu urteilen dürfte das ja auch nur nebensächlich sein?;0
Für manche hat Schwurblerei einfach einen Suchtfaktor. Vorher einsamer Nobody, jetzt als Querdenker Teil einer Gemeinschaft ist identitätsstiftend.Blöd nur, wenn das aktuelle Thema verschwindet und man als Intelligenzallergiker ständig dem nächsten Unsinn hinterherhecheln muss.;1
Das ist leider nicht richtig. Wenn Lohnuntergrenze gesetzlich geregelt sind, dann ja. Tarifverträge gelten nur dort wo auch eine gewerkschaftliche Vertretung zu finden ist. Und genau das verhindern die meisten privaten Träger.;0
Gerade steht irakischer 'Flüchtling' #AliB wegen Mord an #Susanna vor Gericht.  Seine Antwort wie eine Frau sein soll:  -arbeitet nicht, putzt+kocht  -hat keinen Kontakt zu Männern  -geht nicht auf die Straße  -ist Jungfrau  Tja, was nun liebe BessermenschInnen? #aufschrei oder #metoo?;0
Vor allem kann mir mal jemand verraten, wie 50 Bücher dort reinpassen sollen? ⬇︎ https://t.co/eRRR3FdTlB;0
Samma, was MACHT ihr degenerierten, hässlichen, ungefickten, größtenteils adipösen und EKELHAFTEN BINSENWOMBATS hier eigentlich noch?!;1
#Juncker, anscheinend wieder angetrunken, wird zur Gefahr für sich und seine Umgebung. https://t.co/0ufD4q79G3;0
Diese verkommene Haltung scheint aber normal in der #SPD s Pöbelralle + er hier https://t.co/evG1lPq6Vc;1
Wie dämlich muss man sein, so wac zu twittern? #ibes;1
Bizarr: Obwohl die USA viel zügiger geimpft haben als jedes EU-Land, stehen Deutschland, Österreich und Italien bei der Inzidenz jetzt besser da. Vielleicht haben Lockdown und Notbremse doch etwas genutzt. Hmmm. ?? https://t.co/4IF7cdZCmC;0
Es geht sogar soweit, dass jetzt sogar schon pro Sendung ZWEI GrünInnen eingeladen werden (Lanz#).;1
du bist ein widerwärtiger israelischer Nazi. Deine Großeltern wurden damals vergast und du billigst die selben Methoden Israels.;0
Du bist keine besorgte Mutter, du bist eine ekelhafte Rassistin, mit solchen Menschen diskutiert man nicht. Beweg dich weiter in deiner Querdenker bubble. Aber vergiss nicht: ihr seid in der Unterzahl. Mit Abstand.;1
Mein Vater wurde mit einem Stipendium, finanziert vom deutschen Staat, nach Deutschland GEBETEN.;0
FRECHHEIT: Baerbock will 1.500€ Euro NICHT spenden https://t.co/1ehNdpa1t6 via @YouTube;0
Wenn ich jetzt also meinen Namen da eingetippt hätte, hätte die ZPS meinen Namen und würde ihn falsch zuordnen. Im übrigen gab es schon gestern Aufrufe, Namen von Antifaschisten auf der Seite zu melden. Honeypott ohne Möglichkeit, Dateb zu validieren? Oh bitte verarscht andere <U+0001F644>;1
Die muss weg,Hartz 4 ist noch zuviel für diese abgehalfterte Pornodarstellerin!;1
meine Tochter wohnt mit baby im Frauenhaus seit einem Jahr und Ausländer haben trotz Bescheinigung ein Vorrecht wiederlich;0
Wieder ein Kind, das aus der Wohlfühlblase blubbert;1
Sie sind ernsthaft Ärztin??Oder ehr Heilpraktikerin?;0
"Schöner Erfolg:  Gratulation an &amp; Team! 'Sagen, was ist', zahlt sich aus und wird geschätzt.  👍  https://t.co/vmjVTPZcuY";0
Und die Sicherungen fliegen raus. |LBR| Ich wusste, dass alles Scheiße wird.;1
Ratte auf den Bauch und Käfig drüber binden;1
Geht eine Wahl nicht nach dem Wunsch der Deutschen aus, muss es sich natürlich um Wahlbetrug handeln, liegt vielleicht daran dass man selbst die Opposition unterstützt hat um dem türkischen Volk das Schicksal der Syrer, Libyer oder Iraker zu bescheren! #Heuchler;1
"Die Menschen, die ein Problem damit haben, zigtausend Menschen aus purem Egozentrismus qualvoll verrecken zu lassen als ""Lockdown-Fanatiker"" zu bezeichnen ist mit Abstand der asozialste Müll den in den letzten 50 Jahren jemand geäußert hat.";1
https://t.co/pi0UaeTjsg;0
ach Welch ein sinnloser Kommentar;1
Und ihr Spinner lasst euch triggern.. köstlich!;1
Nikolai: ZDF bewirbt den Volkslehrer https://t.co/PwX70c3Hx4;0
Homosexualität ist ein Überdruckventil der Natur. - Wenn der Bevölkerungszuwachs zu gross wird,versucht die Natur dies durch mehr Homosexuelle zu regulieren und zu bremsen.;1
Es ist ja nicht das erst Mal, dass ihr Parteifreund durch solche verbalen Entgleisungen auffällt. Wer das so lange akzeptiert hat und nichts dagegen unternommen hat, macht sich am Ende mitschuldig. Der Aufstieg der Rechtspopulisten wird durch Grüne wie Boris Palmer erst möglich.;0
Das machen Stasi Merkels Sender immer so;1
Ich werde diesen üblen Nazi , also den #Reichstagsbrandner, jetzt auch blocken.    Soll sich seine bekackte Reichweite woanders suchen.;1
Der Kevin 😂🤣;1
jetzt reicht es mir, meine tante in österreich hat übel corona und ich arbeite mit menschen mit long covid, was Sie schreiben ist frech, dreist und purer schwachsinn;0
Eben im tv zum ersten Mal in meinen Leben Werbung von Bibel.. tv gesehen. Wie eklig ist das denn? Das ist Werbung von Evangelikalen, von Orgas, die Kreationismus verbreiten, antifeministisch und LGBTIQ*feindlich sind. Interessiert das noch wen?;0
Damit Sie sich gut fühlen dürfen...;1
Nein , die Grünen müssen raus aus dem Bundestag. Und schon sind viele Probleme gelöst.;0
Ich fordere Hausdurchsuchung bei der ganzen Redaktion, das können doch nur Querdenker sein ??;0
Und nicht mehr lang dann reden alle Politiker wieder über Lockerungen weil ist ja bald Pfingsten.?? Aber eigentlich auch egal mittlerweile etwas das man  Lockdown nennen kann hatten wir ja seit nem Jahr nicht mehr.;0
Super-Abwehr? 2 Spiele unentschieden und 2 mit 1 Tor Unterschied gewonnen!<U+0001F602><U+0001F602>;0
Legalisierung von unzumutbaren Gesetzen?!;0
Oder überhaupt schon mal was mit Bildung zu tun gehabt?;0
haben Sie schon einmal in den USA gelebt, wann?;1
Ich rede selbstverständlich von heutiger Zeit;0
Hahahahaha ????.  Bis ich nicht mehr mitkomme brauchen Sie noch bisschen Substanz.;0
"Muss ich mich jetzt mit der Mehrheit oder der Minderheit solidarisieren? Ne aber wer trägt denn die ganze Schuld? Ja wohl die, die nur reden und nichts gegen Illegalität &amp; ausufernde Kriminalität tun, und beides legalisieren wollen. 😢    Der #EkelWilfred     https://t.co/Hl4HrCU36A";1
