,Text
4144,bei aller respekt vor der lieb kollege hannes schönner -- aber lueger antisemitismus so harmlos hinbiegen -- sein schon ein leistung -- gedenkpolitik können auch anders betreiben werden -- als der stadt wien der verantwortung für graffiti unterzuschieben --  
4145,es gehen bei der em um fußball -- und der ganz rest gehören nicht hier her -- fußball suggerieren maximal tor -- ball -- bier -- freude -- usw.
4146,dt kind sein kein so besonderer blümchen -- dass sie anders funktionieren als kind aus uk -- f -- ch -- aut o.ä. der ergebnis sein total eindeutig -- es geben keinerlei wissenschaftlicht dissenz international -- nur querdenker wissenschaftler aus deutschland -- der schule verteufeln --
4147,jetzt werd'sen aber sehr beliebig -- sein denn der kern ein bewegung nicht ihr mitglied -- beispiel wie dieser sein zahlreich -- ebenso wie der reichstagsaktion -- ein bisschen viel an -- einzelfall -- -- oder nicht -- zudem sein der ja chatgruppe von qd --
4148,was für ein schwachsinn -- straße haben nichts in gering damit zu tun heutzutage -- und auch land müße dafür nicht erobern werden -- mein güte -- schaffen euch endlich ein verstand an -- anstatt in voll naivität auf eur unheilsbringer zu warten
4149,ach du mein gut -- ey traumfrau -- guck dir der mal an -- er haben sich jetzt als querdenker outen -- ich finden es ja schon richtig ekelhaft der so ein krank mensch es wagen auf dein twitter seite zu schreiben der er dich wollen querdenker kein liebenswert mensch  t
4150,der grüne stehen vor ganz genau der selber scherbenhaufen dieser republik -- ich beneiden niemand der dieser mist aufräumen mussen -- annalena trauen ich da ehrlich sagen wenig bis nichts zu -- wer in vergleich zu angela merkel aber schon ein klein verbesserung darstellt^^
4151,
4152,nun ja -- dann teilen wir aber dieser schicksal mit milliarde anderer mensch -- was sein wahrscheinlich -- der weltverschwörung in der einzeln person der ganz welt lenken oder ein pandemie in der auch fehler machen werden -- sich widerspruch ergeben -- lassen sich nicht vermeiden -- --
4153,ps -- übrigens zeugen diverser tweet unter # studierenwiebaerbock auch von ein völlig unkenntnis über der britisch studiensystem -- ein master dauern dort normalerweise immer -- nur -- 1 jahr -- und ja -- mit ein llm gelten man als jurist und können sich zu rechtsanwaltsprüfung anmelden --
4154,wir nehmen dieser kritik gerne zu kenntnis und heute werden auch über dein parteiausschluss von palmer beraten --  wir werden es begrüßen -- wenn auch der cdu unser beispiel zu causa maaßen folgen werden -- gerade an ein solch symbolträchtig tag --
4155,ich haben nicht ihr empfinden wie sie -- eher -- dass es ein ziemlich unglücklich eindruck machen
4156,ihr sein ein drecksverein  
4157,es geben unendlich vieler pädophilieskandal -- in der der -- diener gott -- auftauchen -- ein tief -- rabenschwarz sumpf -- dieser satanist haben kein respekt vor der menschlich leben --  # snuffmovies
4158,ich kennen reichlich jugendliche -- der nicht so sein -- und der es machen -- weil sie es verstehen -- ja -- es geben der anderer -- genauso wie es unzählig querdenker geben -- der mehrheit aber nicht -- und ja -- sie mussen -- deswegen müssen der geimpften halt jetzt auch- noch etwas warten --
4159,-- 2 -- wenn wir kipppunkt der klimawandel überschreiten -- sein der damit verbunden schaden für der klima über jahrhundert nicht reversibel -- daher können man nicht warten -- bis bisher nicht bekannt technologie der problem spät für uns lösen -- auf uns kommen es an -- was lehren corona --
4160,ich habn so langsam der nase voll -- der theater mit laschet und söder gehen gar nicht -- haben wir kein anderer sorge und nun der notbremsengesetz -- der sein doch alle nicht normal -- sein unser politiker wirklich so blöd in kopf der sie nicht merken was sie anrichten
4161,weil der   fallzahle immer in frühjahr -- sommer fallen --  wenn es warm werden -- verschwinden der virus -- -- -- -- sehen letzter jahr --  ich weis der lockfown hats bringen -- --  nur haben wir der schon seit 6 monat lockdown und da haben sich anschenend nichts verbessern --
4162,du haben leider nix verstehen
4163,da verwechselsen du aber was -- der staat versuchen gerade sein bürger vor der tod durch ein ziemlich aggressiv virus zu schützen -- es sein dein grundrecht aber auch deine grundpflicht der gemeinschaft dabei zu unterstützen -- virus = feind -- nicht der staat --
4164,liebe ich wünschen euch ganz viel spaß auf der heutig # ldknds -- wählen ne toff liste für der # btw21 --
4165,wenn du der türsteher vor der disko ddn stinkefinger zeigst sein es wurschen -- ob ddr oder -- merkel-diktatur -- -- btw was sein der für ein bescheuert begriff -- -- -- der konsequenz bekommsen du direkt zu spüren -- --
4166,der sein sicher bei einiger fanatiker so --  der gleich geben es mit sicherheit umgekehrt auch bei christlich familie --
4167,94 % auf wassermasse -- und worin sein der virus enthalten -- ae-ro-sol -- der sein der klein wassertröpfche -- der du ausatmest -- der sehen man -- wenn du in winter gegen ein scheibe hauchst -- haben sogar mein 4jährige kind verstehen --
4168,baerbock grün spinnerin als kanzlerkandidat ein katastrophe --   zu blöd zu alle --  hoffentlich gehen der grüne multi-kulti primat unter --  afd wählen und deutschland retten
4169,denken ich auch allerdings auch dort bei der dunkel hinterlegt sein der rot fahne oben --   ich sein schon der ganz zeit stutzig -- als ich jetzt mit bekommen haben -- dass echt antifa ziemlich stinkig sein -- sein mir erst bewusst werden warum --   der echt antifa sein nie für
4170,faschist haben in dieser land schon mal ein bühne -- brauchen wir nicht nochmal --
4171,nazi -- kinderficker -- mörder und korrupt politiker sollen der polizei jagen -- der priorität der und liegen aber wohl auch bei deutsch homegrower und saatgutversend in ausland --  @regsprech bla bla bla -- personalmangel -- bla bla bla . -- -- 
4172,beleidigend -- wo -- & amp -- auch da gelten der vorherige mit diagnose etc.
4173,warum zitieren sie nur israelisch stimme -- aber nicht palästinensisch journalist -- warum verengen sie der berichterstattung auf israel-gaza --
4174,hoffentlich werden ihr alle niedergeknüppelt und -- oder verhaften -- egal ob querdenker -- pegida oder antifa -- alle der seleb schmutz -- sehen man ja hass gegen der polizei und ihr missachten allesamt hygiene schutzverordnungen -- nur noch knete in kopf bei extremist*innen -- --
4175,warum sollen sich der kanzlerkandidatin mit ein provinzidioten aus der eigen partei in ein tv-duell begeben --
4176, -- schrecklich -- nicht zufassen -- wer machen sowas --   nur der hirnlose -- sie sein nicht nur intelligent sondern auch sehr hübsch -- deutschland brauchen sie als kanzlerin usw.usf .....
4177,wichtig sein -- der der afd stimme verlieren haben -- -- --
4178,der sie sich nicht schämen noch antreten mit so viel lüge und hochstapelei --
4179,ja sie sollen schon mit ihr eigen fakt kommen -- wenn sie etwas behaupten -- so funktionieren diskussion -- nicht aller querdenker sein rechtsradikal -- der sein richtig -- es geben aber genug und viele von der der es nicht sein -- machen es wenig aus mit dieser zu skandieren --
4180,thrombose -- hirnblutung -- herzinfarkt -- gesichtslähmungen und mehr -- der paul-ehrlich-institut melden fast 5.000 verdachtsfäll auf schwer nebenwirkung und 524 tote nach covid-19-impfungen -- brisante gefahr mit unbekannt langzeitfolg verschweigen es weiterhin -- --
4181,tippen sie mal der durchgeimpft seychelle mit rein in der grafik .... trommelwirbel .....
4182,frage über frage --  alle querdenker außer mutti --  man verzeihen mir der sarkasmus an früh morgen -- 
4183,jetut werden ich wütend -- man haben der eindruck -- hr laschet sollen i   der mangel nehmen werden -- auch von dieser unreifen mädel neubauer -- stillos -- auch anne wollen -- der haben ja fast -- sorry -- richtig abwertend der gesicht verziehen -- als hert laschet gesproch   haben --
4184,besch -- laufen -- erinnere sich an ein aktion von umweltaktivist an der autobahn --  wer so was in kauf nehmen hören einsperren -- ihr wollen bilden sein und relativieren dieser aktion --  nee leute -- der haben nix mit irgendwas zu tun sondern sein grob fahrlässig --
4185,wieso het mir kein gseit dass es eh film git wo nazis uf mond leben und d erde überfalle
4186,der georg thile haben bekommen -- was er bekommen sollen -- wer gez nicht bezahlen brechen der gesetz -- also ein verbrecher --
4187,der frage sein doch -- aus welcher motiv heraus dann solcher fehler entstehen -- es heißen immer -- der moderator bereiten sich akribisch auf ihr gast vor -- auch für der eigen integrität -- gilt der nicht mehr oder wirken hier ein form der political bias -- # hgmaasse # will
4188,ne lieber mandel rausnehmen ..
4189,feiern .. denn dann haben der vernüftig in der # cdu gesiegt und haben der # merkel aner zu teufel jagen
4190,absolut richtig so -- -- -- -- der afd = alternative für dummheit -- sein und bleiben ein schande in dieser gesellschaft und es werden hoch zeit -- dass dieser afd -- bande aus der bundestag und jeder landtag verschwinden -- -- 
4191,wer ernsthaft glauben -- der mehrheit der deutsche ziehen # baerbock ein # soeder vor -- der mussen frisch eingewanderen oder lang weg sein sein -- oder unter der einfluss stark medikament stehen --
4192,nie in der geschichte werden zensur von der -- gute -- ausüben -- wer zensieren -- haben etwas zu verbergen --  hüt dich vor ein regierung -- der vorgeben -- dich zu schützen --
4193,aha -- dann sagen mir mal -- wo man sich sonst noch gut informieren können -- welcher sender -- bitte genau -- übrigens ich sehen keine vorgaukelung bei örr
4194,warum kein nikotin zigarette verbot wie in neuseeland --   150000 todesfall jeder ja in deutschland .... warum also nicht --  wieviel todesfall durch adipositas während grippe corona -- und und ..  # doge4tesla # doge -- -- -- -- -- -- -- -- -- -- -- -- --
4195,ich finden der mit der kapitänsbinde auch furchtbar -- und werden dieser -- eventuell -- derb kommentieren --  aber als politiker an der spitze ein landesverband sollen man sich schon etwas zivilisiert artikulieren --  insofern frau weidel -- --
4196,"0,4 % zu viel -- während sie dieser schreiben -- sein bereits über 80.000 mensch an corona sterben --"
4197,du haben dein minderwertigkeitskomplex zu recht --
4198,dobrindt wollen # asylbewerber nach hass-demos abschieben # -- srael   via
4199,jetzt fügen ich nochmal mein senf hinzu --  ich vermuten mal -- der dieser nicht nur für antisemitisch straftat gelten -- sein nur so ein vermutung -- kein feststellung -- jedenfalls entsprechen ihr denkmuster unter dieser umstand nicht der realität und fakt sein hier nur der straftat
4200,liest man immer wieder -- dass irgendwelcher bomber ein paar kilometer in der jeweils anderer luftraum eindringen und sofort abdrehen -- wenn der abwehrjäger starten -- kennen jeder general -- nur # baerbock können bei sowas -- überreagieren -- -- dass trauen ich   ihr zu ....
4201,schau mal in der umfrage -- der afd haben in der pandemie kein vernünftig gegenkonzept finden --  solange einwanderung kein größeres thema werden -- bleiben sie unter 10 % --
4202,nicht aufregen --   sein halt ein regierungstreuer patriot --
4203,komm mal in 21. jahrhundert an -- solcher aussage wie deiner machen mich echt sprachlos --   wie unverschämt muss man sein -- so etwas auch noch ernst zu meinen -- pack mal dein lgbtq+ feindlichkeit weg und fang an auf menschenebene zu denken --
4204,der sein nicht so meinen --   wollen damit sagen -- dass laschet in grund ein frau sein -- also kein richtig kerl -- weil er so weich sein und klein und gynäkomastie haben statt mucki wie micky --
4205,muslimisch muster sein immer ähnlich -- arm opfer -- hamas überfallen israel -- terrorist sein opfer -- bildungsf und nicht integrieren -- böse christ oder -- kartoffeln“.kein job -- islamophobe verhindern -- macho und trotzdem erfolglos -- amerika -- komisch -- ganz anders bei nicht-muslim-migrant
4206,sie mögen der für schwachsinn halten -- aber nach mein definition sein der versuch -- der pressefreiheit einschränken -- der diskussion drehen sich aber gerade um querdenker -- also bitte nicht ablenken -- kein whataboutism -- 
4207,du gurke -- denken du aller dieser mensch sein gast -- versteck dich weiter hinter dein tastatur --
4208,best of informationsfreiheit -- amtliches online-wisse -- uncool uris  # bestofinformationsfreiheit # bundesverfassungsgericht
4209,fast aller österreichisch selbsternannt -- geldsklave -- hier kontaktieren herrinne aber ziehen bei wort -- tribut -- sofort der schwanz ein und stellen sofort forderung -- ihr ehrenlos drecksköter können euch noch einige von der alman ferkel abschauen -- bye --
4210,alter haben du dir mal der quelle von volksverräter anschauen -- antonio stasi stiftung -- -- jung junge ihr deutsch propaganda opfer sein echt der beweis -- daß 1933 ein leicht spiel sein --   desweiteren was sein strafbar an dieser aussage --
4211,wie lange sein assange in haft -- 10 jahr -- warum -- weil er ein kriegsverbrechen aufdecken -- bei der journalist töten werden --  wie lange sein snowden in exil -- 8 jahr -- warum -- weil er der öffentlichkeit über d. weltweit groß illegal abhörskandal informieren --  -was tun nawalny --
4212,na mit ihr niveau werden sie da gar nicht auffallen
