,Text
2384,150 person bei afd-kundgebung gg -- der gedenken an # ouryjalloh -- poggenburg -- tillschneider -- däbritz -- bachmann applaudieren aktuell u.a. der behauptung -- afdler werden wie jude -- 33 behandeln -- der straße werden aber -- uns deutsche -- gehören -- außerdem diffamierung jallohs -- # de0701
2385,frage zu 2ter advent -- wieso geben es kein statement der regierung zu der ausschreitung der hamas anhänger in berlin -- hass parole gegen jude in der hauptstadt flagge verbrennung -- was kommen als nächster -- synagoge werden wieder anzünden -- ich schäme sich für dieser regierung --
2386,ich bin metaller -- der igm -- der sein kein metaller -- mich haben schon der arschkriecherisch betriebversammlung -- ende der 70er ankotzen -- alle wer rot -- spd -- links und besonders grün sein -- sein ein dorn in fleisch der arbeitnehmerschaft --
2387,verhandlung bei der sondierungsgespräch mit der union für heute beenden -- |lbr| -- geduld -- vernunft und zeit machen möglich der unmöglichkeit -- -- simon dach --
2388,netanjahu werfen gabriel instinktlosigkeit vor -- tatsächlich sein gabriel |lbr| ein völlig versager -- der ein abgeschobenenposten bekleiden --
2389,man sollen sich der name der gut merken -- der der aus unser deutschland machen haben -- immer mehr leute biegen rechts ab -- angesichts antijüdischer palästinaapologetik und islamverherrlichung -- und frauen -- lassen euch nicht durch grüne genderscheiße in der untergang treiben --
2390,nur bei der notwendig veränderungsbereitschaft können es in frage kommen -- der partei zu empfehlen -- in ernsthaft verhandlung für ein regierungsbildung einsteigen -- wie immer dieser aussehen -- |lbr| an ende entscheiden bei uns der mitglied und der sein auch gut so --
2391,politikerpflicht sein uns von schaden zu bewahren -- nicht welcher zu produzieren .. -- |lbr| werden es schwer haben der begangen fehler der naiv partei zu bereinigen -- wenn es der überhaupt möglich sein .. --
2392,peinlich peinlich .... aber ein mehr oder weniger was spielen der noch für ein rolle -- 😃 😃
2393,aller totalitarian system der letzter 200 jahr sein linker diktatur der von zionistisch gruppe schaffen werden --
2394,wenn der deutsche erstmal alle erwachen aus ihr schlaf werden dieser krank land namens brd wieder zu alt deutschland
2395,dieser kundgebung haben niemals genehmigen werden dürfen -- man haben billigend in kauf nehmen -- der es zu ausschreitung kommen -- da gleichzeitig der chanukka fest an brandenburger tor stattfinden -- mir tun der polizist leid der für dieser irrsinn immer der kopf hin halten --
2396,der volk werden schröpfen und der elite erhalten milliarde -- -- der volk werden verarschen -- -- -- 😡 😡 😡
2397,ich wollen nen neu deutsch kaiser
2398,ihnen sein aber bekannt -- dass es bereits obdachloseneinrichtunge geben -- zweifelhaft -- ob der meister obdachlose in abgeschottet kaserne in randgebiet leben möchten -- und zu 2 -- der mensch haben ein schutzstatus erhalten -- was heißen der wohl --
2399,sachsen frau für der freiheit -- -- --
2400,wenn man äußerung von oder lesen -- können man meinen -- der fehlen nur 1 mandat zu absolut mehrheit -- # nurmalso
2401,mecklenburger sein doch soooooooo ängstlich 😳 und brauchen immer etwas lang zu nachdenken 😜
2402,selbst ernennen -- eu-expert -- in -- handelsblatt -- 😂 😂 😂
2403,2015 hehen an unser küchenschrank der zeitungsartikel über euch -- heute hängen dort foto von der ganz wg -- feedback von ein wg -- & lt;3
2404,"was sein der 11,5 mio. erst und der 9,5 mio. zweitstimmen für der bei der # btw17 wert -- der entscheiden morgen 600 funktionär bei # spdbpt18. motto -- erst der funktionärscorps -- dann der wähler --"
2405,@norbinator2403 @charlie_silve verstehen nicht -- dass man es in d hinnimmen -- dass mörder draußen frei rumlaufen -- verstehen keiner in ausland --
2406,@petpanther0 @feldenfrizz sehen sie -- ich brauchen kein droge -- sie reden offensichtlich aus erfahrung -- sachsen ehem. innenminister eggers -- der kennen der problem auch -- deswegen dürfen er gehen -- ich haben ein ungarisch und ein amerikanisch nationalhymne -- herr oberlehrer --
2407,wo sein merkel balken -- |lbr| wahrscheinlich werden der negativ bereich nicht anzeigen -- --
2408,so habn ich der auch verstehen -- co2 abdruck ein mitteleuropäer sein zehnmal stark als der ein afrikaner --
2409,der der dafür verantwortlich sein der eigentlich 🇩 🇪 feind |lbr| jedem der grün wählen haben der wünschen ich aller schlecht in leben -- -- --
2410,danke -- wir teilen der aufregung -- morgen früh wissen wir mehr
2411,sich für muslimisch feiertag einsetzen -- bedeuten nicht gleich religiös zu sein -- es bedeuten sich für der in grundgesetz verankert religionsfreiheit einsetzen -- aller anderer über unser organisation finden sie unter -- tgd.de -- dann kommen es auch zu weniger missverständniss --
2412,der welt von # maas und # merkel |lbr| in internet geben ’s sperrung wenn nicht staatsmeinung vertreten werden |lbr| in hamburg gibts schlag auf der kopf
2413,als atheist glauben ich nicht an der existenz von ca. 2700 gött -- |lbr| christ -- muslim und jude glauben auch nicht an der existenz von 2699 gött -- |lbr| damit sein sie fast so atheistisch wie ich.^^
2414,der bundeswehr sollen zu schutz der europäisch grenze da sein und sich nicht zu gehilfe der schlepper machen lassen --
2415,was machen ein verbrecher -- betrug -- wie h.maas in ein amt wie der wer er besetzen -- -- ticken wir deutsche noch richtig -- -- --
2416,verkaufen sein verkaufen -- was der türke damit machen stehen in dern verantwortung der sein alt genug --
2417,ob von merkel oder schulz -- wir deutsche wollen und können dieser dummgelaber der pest -- merkel -- und cholera -- schulz -- nicht mehr hören --
2418,jedentag strömen muslimisch invasor in land u es nehmen kein ende merkel u scherge posaune dass wir weiter hunderttausend aufnehmen
2419,ja unser polizei sein auf der suche -- und wenn sie fündig werden werden sie wieder freilassen -- |lbr| ein blöd spiel .. ein saublöd spiel sogar .... --
2420,in grüne obhut -- -- -- der -- riechen -- so -- n bisschen nach beck -- oder -- 😜
2421,hmm -- mein theorie -- der österreicher sein in summe der klüg mensch europa -- # grueneversenk
2422,glaubwürdig sein der # grüne wenn sie persönlich aller flugreise zu schutz der weltklima sofort unterlassen -- |lbr| schau mer mal -- hahaha
2423,haben du maas alt tweet grind etwa verpassen
2424,ich sein evangelisch -- ich werden ich aus dieser kirche austreten --
2425,es sein eben ein entscheidend fehler -- bei -- ziegenhirt -- zu kriechen und bei charakterköpf nur schwachsinn heraushängen lassen 😂 😂 😂
2426,# cnnblackmail -- achja -- & amp -- -- entsetzt -- sein nur # arschlöcher -- der # trump als -- todbringend komet -- oder -- enthauptet -- toll finden
2427,der masse verstehen der nicht -- sie sein so dumm halten der annähernd jeder hilfe zu spät kommen
2428,interessant der eu mahnen weltweit der meinungsfreiheit an und in deutschland werden dieser gerade abgeschafft faul zauber beenden afd wählen
2429,sie nutzen der argumentation von # neonazi -- -- aller kriegspartei haben dreck an stecken -- -- der sein billig # revisionismus -- der # deutsche begangen der groß # verbrechen der # menschheitsgeschichte -- nämlich der industriell vernichtung von 6 mio. europäisch # jude -- # holocaust -- --
2430,sagt mal -- -- mossul-offensive -- -- -- -- wie lange basteln der usa mit ihr hilfstruppe da noch rum -- -- -- 😜
2431,hallo -- sein wieder aus szczecin zurück -- treffen mit sportverein -- gut -- dass es freund geben -- der politik leben u nicht nur wirr zeug quatschen
2432,typisch -- werden verurteilen -- dann abhaken und gehen zu tagesordnung über -- da muss ein exempel statuieren werden -- dass sich sowas nicht wiederholen -- -- -- -- -- --
2433,deutschlandtrend 1939 der zustimmung zu nsdap und adolf hitler steigen deutlich -- mit solcher propaganda haben goebbels bereits arbeiten --
2434,fröhlich gruß aus der hauptstadt edgar 😇
2435,-- 3 -- sexismus beginnen oft schon lange -- bevor es strafbar werden -- respekt beginnen bei der sprache -- auch bei sexualisiert gewalt gelten -- erst kommen der wort -- dann der tat -- # endviolenceagainstwomen
2436,in jahr der herr -- 1307 haben der kirche ihr verteidiger verraten -- heute verraten sie ihr zahlend mitglied -- verrat bleiben verrat --
2437,stimmen aber dazu sein er zu blöde --
2438,man hören noch nicht einmal ein judenfurz 💨
2439,dreckig neger -- dreckig pack -- der deutsche lieben sie halt .. -- --
2440,salvatore -- siehen du nicht -- wer da aus afrika kommen -- wenn du dieser |lbr| rücksichtslos invasor willst -- dann füttern sie selbst -- und sitz --
2441,gewöhnen sie sich mal anstand an -- oder haben sie es gern wenn man sie türke troll nennen 😡 👎
2442,der erster -- terrorist -- werden treffen von der türkei -- |lbr| wer bombe auf zivilist feuern -- bekämpfen kein terrorismus -- er sein der terrorist -- # afrin
2443,.... der stehen uns gut zu gesicht .... kunst für blöde .... -- --
2444,fallen euch auf daß vor der # wahl2017 oll kamelle rente -- lohn -- kita -- aber nicht der wichtig thema terror und sicherheit besprechen werden
2445,so traurig es so zu sehen ..
2446,dann fragen ich anders .. demokratisch gewählt entscheidung gelten zu akzeptieren -- |lbr| werden sie sich auch so negativ über hillary äußern .. --
2447,der sein arithmetik .... je mehr umso gut können sie sich gegenseitig wärmen ....
2448,"broder:""wenn unser freiheit an hindukusch verteidigen werden -- dann werden sie auch an jordan -- golanhöhen und der rot meer verteidigen -- -- # dilk16"
2449,unser dick -- friedenstaube -- sein außenpolitisch so feige -- dass sie der -- säbelrasseln -- ihr blond krähe überlässen 😜
2450,erzähle kein schwachsinn -- der sein meldung über der nur einiger -- echt redakteur -- in lokalblätter berichten -- und ich geben es weiter --
2451,unser bundes-pastor verabschieden sich mit ein predigt zu demokratie -- für der zerstörung sein agitprop-sekretärin verantwortlich sein --
2452,groß schein bekommen man schlecht wechseln und damit mit bezahlen sein auch nicht einfach -- 😜 😜 😜
2453,der wechsel auf neu modell lässt der alt diesel nicht |lbr| verschwinden -- der sein ein saudumm vorschlag -- der schiff |lbr| versauen der luft mehr
2454,zu ritter schlagen -- weil er viel geld an hospital spenden haben -- ablasshandel -- vor der -- der am meister spende -- sollen man auf der hut sein -- --
2455,sein zu frau höflich 😜 mann tauschen sich u.a. per dn aus -- okay --
2456,wer der spektakulär dumm böhmermann für voll nehmen -- der sollen der doch tun -- ich haben noch hoffnung für deutschland -- da können so ein dumm bengel nichts dran ändern nur weil er zu beschränkt in schädel sein --
2457,der arschlöscher der justiz leben in ein eigen biotop
2458,der # antisemitismus haben nicht mit der befreiung von # auschwitz & amp -- der sieg über # deutschland aufhören zu existieren -- selbst nach 1945 existieren # judenhass unter deutsche weiter -- # afd & amp -- co. -- -- antisemitisch # muslim sein jedoch ein weit traurig kapitel für uns # jude hier --
2459,es sein unglaublich dieser politisch pack posaunen in der welt hinaus es können 220.000 plus der -- d zusätzlich kommen in unser land strömen
2460,als frau sein du ein ritter -- ich kennen weniger der in orden aufnehmen werden -- du haben aber mein respekt --
2461,tipp -- anlicke -- um der ganz -- grandios bild zu sehen 😊
2462,da haben wir sich wohl in datum irren -- wir hoffen -- sie haben trotzdem ein schön wochenende --
2463,ihr sollteten alle schon mal jodeln üben ..
2464,wir können ja ein quiz machen -- wer der wirklich alter der killer erräen dürfen ihn entmannen --
2465,ich haben da mal ein frage -- |lbr| wenn ich mir der situation in deutschland so anschauen dann fragen ich sich -- wann kommen wohl der politisch umerziehungslager -- |lbr| der anfang sein mit der netzdg machen --
2466,o.k dann fahren wir auf glasfaser-autobahn --
2467,.@sophiakaboom freuen uns sehr -- viel erfolg bei der arbeit :) |lbr| cc --
2468,nachts noch vieler kilometer auf der straße unterwegs -- wer kennen der in der politik nicht -- gut besserung und schnell genesung -- lieben -- cl # verkehrsunfall
2469,erst wenn europa islamisieren sein werden ihr merken dass |lbr| p e g i d -- |lbr| p atriot |lbr| e uropa |lbr| g egen |lbr| i slamisierung |lbr| d es |lbr| a bendland |lbr| recht haben
2470,was machen ihr italiener denn -- wenn österreich der brenner |lbr| schließen -- geben es ein shuttleservice nach libyen --
2471,o wohl der land -- o wohl der stadt -- |lbr| so dieser könig 👑 bei sich haben -- |lbr| wohl aller herz insgemein -- |lbr| da dieser könig zieheen ein -- |lbr| er sein der rechter freudensonn -- -- |lbr| bringen mit sich laut freud -- und wonn -- -- |lbr| gelobet sein mein gott -- |lbr| mein tröster früh und spat --
2472,.... macht es einfach gut -- egal wie hauptsache deutschland wir wieder ein stolz land in der es sich gut und gerne leben lassen --
2473,nunja -- da der gg der demonstrationsrecht der deutsche sichern -- aber nichts über der anderer sagen -- und der versg und der genannt emrk der versammlungsrecht für jedermann -- brauchen sie sich doch jetzt nicht unbedingt um gg sorgen --
2474,der schützenlliesl sprechen von nachbarschaft zu türkei -- sie sollen mal der -- der |lbr| verdächtig sein -- ziegen zu ficken -- der schandmaul verbieten --
2475,weil es klein fotzen.sind kamerad -- --
2476,patriotismus in der minusversion -- alle -- der der wort bislang nur mit der beißzang anfassen -- werfen und der plötzlich vor -- keiner zu haben -- so als ob es patriotisch sein -- auf teufel kommen raus regieren zu wollen -- # jamaikaabbruch
2477,lieb georg -- der sommerpraktika sein gerade voll -- aber schick uns ein mail und triffn dich mal mit uns für herbst --
2478,asyl industrie laufen -- man sollen mal fragen wieviel geld er bekommen haben --
